,datetime,tempmin,temp,tempmax
0,2024-06-24,19.4,24.7,27.2
1,2024-06-25,18.3,25.2,31.7
2,2024-06-26,21.2,26.2,32.2
3,2024-06-27,18.9,23.4,29.3
4,2024-06-28,15.5,18.8,22.3
5,2024-06-29,16.7,19.9,22.9
6,2024-06-30,22.8,25.3,30.0
7,2024-07-01,18.0,22.3,23.9
