,datetime,tempmin,temp,tempmax
0,2024-08-05,22.1,25.2,28.9
1,2024-08-06,18.4,20.8,26.1
2,2024-08-07,15.6,17.8,20.7
3,2024-08-08,15.5,18.5,21.7
4,2024-08-09,17.9,22.6,29.3
5,2024-08-10,23.9,26.8,31.7
6,2024-08-11,20.9,24.2,27.8
7,2024-08-12,18.3,22.0,26.1
