,datetime,tempmin,temp,tempmax
0,2024-08-12,18.3,22.0,26.1
1,2024-08-13,17.8,22.5,27.8
2,2024-08-14,19.2,22.2,25.7
3,2024-08-15,18.3,21.0,25.1
4,2024-08-16,18.8,20.4,22.3
5,2024-08-17,19.5,21.7,23.9
6,2024-08-18,20.0,21.9,23.9
7,2024-08-19,20.7,22.5,24.4
